topology,amplitude,sample,hidden_node,reference_node,horizon_steps,H_cut,D_cut,basis_index,basis_term,total_degree,max_readout_time_delay,max_target_time_delay,max_lag_frames,coefficient_x,coefficient_y,exponents
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,23,P1(u[target-9]),1,4,9,4,90.25128173828125,-37.19611358642578,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,24,P1(u[target-8]),1,3,8,3,-38.20604705810547,31.439722061157227,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,25,P1(u[target-7]),1,2,7,2,136.35987854003906,-71.28125,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,26,P1(u[target-6]),1,1,6,1,-262.3597106933594,40.28275680541992,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,27,P1(u[target-5]),1,0,5,0,239.559814453125,-9.579626083374023,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,-1,intercept,0,,,,1191.9088134765625,1191.6123046875,
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,0,P1(u[target-32]),1,27,32,27,30.66286277770996,-37.46683120727539,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,1,P1(u[target-31]),1,26,31,26,-57.6152458190918,40.397701263427734,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,2,P1(u[target-30]),1,25,30,25,7.427365303039551,6.092704772949219,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,3,P1(u[target-29]),1,24,29,24,-5.174648284912109,27.12441635131836,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,4,P1(u[target-28]),1,23,28,23,62.62578582763672,-50.0464973449707,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,5,P1(u[target-27]),1,22,27,22,-10.311304092407227,-18.806865692138672,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,6,P1(u[target-26]),1,21,26,21,-44.208702087402344,25.230566024780273,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,7,P1(u[target-25]),1,20,25,20,-12.176552772521973,29.09423828125,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,8,P1(u[target-24]),1,19,24,19,23.65222930908203,2.938934564590454,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,9,P1(u[target-23]),1,18,23,18,32.593353271484375,-35.93434524536133,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,10,P1(u[target-22]),1,17,22,17,0.9332931041717529,-5.75844669342041,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,11,P1(u[target-21]),1,16,21,16,-34.77812194824219,-18.15734100341797,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,12,P1(u[target-20]),1,15,20,15,-15.271135330200195,57.81156539916992,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,13,P1(u[target-19]),1,14,19,14,13.929155349731445,13.147038459777832,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,14,P1(u[target-18]),1,13,18,13,35.78371047973633,-52.91233444213867,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,15,P1(u[target-17]),1,12,17,12,22.254140853881836,4.118298530578613,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,16,P1(u[target-16]),1,11,16,11,-77.18221282958984,-17.442899703979492,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,17,P1(u[target-15]),1,10,15,10,33.661190032958984,41.679473876953125,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,18,P1(u[target-14]),1,9,14,9,-21.54726791381836,17.717763900756836,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,19,P1(u[target-13]),1,8,13,8,53.11750411987305,-26.948617935180664,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,20,P1(u[target-12]),1,7,12,7,24.92588996887207,-27.969867706298828,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,21,P1(u[target-11]),1,6,11,6,-97.23655700683594,-3.783459424972534,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,22,P1(u[target-10]),1,5,10,5,-31.980478286743164,67.55447387695312,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,23,P1(u[target-9]),1,4,9,4,96.04115295410156,-42.7530517578125,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,24,P1(u[target-8]),1,3,8,3,-44.45658493041992,34.21901321411133,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,25,P1(u[target-7]),1,2,7,2,138.4241180419922,-70.34408569335938,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,26,P1(u[target-6]),1,1,6,1,-260.55670166015625,39.363433837890625,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,27,P1(u[target-5]),1,0,5,0,238.5255126953125,-9.83215045928955,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
